Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train R2, Test R2, Test R2 (gain), MAE, MAE (gain), MSE, MSE (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time
50,15,2,0.975,MultinomialNB(),-1.514,-1.271,-1.695,3.771,1.916,22.078,16.478,1360,0.894,0:00:00.082413,0:01:13.387659
,,,,,,,,,,,,,,,
50,15,2,0.975,LinearSVC(max_iter=10000),0.827,0.337,-0.086,1.989,0.134,6.44,0.84,1360,0.894,1:04:25.970276,0:01:13.387659
,,,,,,,,,,,,,,,
50,15,2,0.975,LogisticRegression(max_iter=10000),0.856,0.407,-0.016,1.872,0.017,5.76,0.159,1360,0.894,0:06:21.229210,0:01:13.387659
,,,,,,,,,,,,,,,
50,15,2,0.95,MultinomialNB(),-1.693,-1.422,-1.846,3.879,2.025,23.546,17.946,1268,0.833,0:00:00.116007,0:01:11.907566
,,,,,,,,,,,,,,,
50,15,2,0.95,LinearSVC(max_iter=10000),0.806,0.307,-0.117,2.01,0.155,6.735,1.135,1268,0.833,0:17:48.468129,0:01:11.907566
,,,,,,,,,,,,,,,
50,15,2,0.95,LogisticRegression(max_iter=10000),0.833,0.418,-0.006,1.861,0.007,5.656,0.056,1268,0.833,0:04:35.437791,0:01:11.907566
,,,,,,,,,,,,,,,
50,15,2,0.925,MultinomialNB(),-1.853,-1.546,-1.97,3.969,2.115,24.746,19.146,1194,0.784,0:00:00.075607,0:00:57.292780
,,,,,,,,,,,,,,,
50,15,2,0.925,LinearSVC(max_iter=10000),0.791,0.242,-0.182,2.113,0.258,7.372,1.772,1194,0.784,0:20:05.171769,0:00:57.292780
,,,,,,,,,,,,,,,
50,15,2,0.925,LogisticRegression(max_iter=10000),0.816,0.379,-0.045,1.924,0.07,6.034,0.434,1194,0.784,0:06:34.690285,0:00:57.292780
,,,,,,,,,,,,,,,
50,15,2,0.9,MultinomialNB(),-1.986,-1.633,-2.056,4.032,2.177,25.587,19.987,1135,0.746,0:00:00.094278,0:01:02.775351
,,,,,,,,,,,,,,,
50,15,2,0.9,LinearSVC(max_iter=10000),0.773,0.283,-0.141,2.068,0.214,6.973,1.372,1135,0.746,0:18:41.111807,0:01:02.775351
,,,,,,,,,,,,,,,
50,15,2,0.9,LogisticRegression(max_iter=10000),0.806,0.373,-0.051,1.924,0.07,6.098,0.498,1135,0.746,0:04:31.497582,0:01:02.775351
,,,,,,,,,,,,,,,
50,15,2,0.85,MultinomialNB(),-2.325,-1.839,-2.263,4.186,2.331,27.595,21.995,999,0.656,0:00:00.065303,0:00:42.377787
,,,,,,,,,,,,,,,
50,15,2,0.85,LinearSVC(max_iter=10000),0.747,0.257,-0.167,2.108,0.253,7.22,1.62,999,0.656,0:14:56.586329,0:00:42.377787
,,,,,,,,,,,,,,,
50,15,2,0.85,LogisticRegression(max_iter=10000),0.776,0.36,-0.064,1.954,0.099,6.22,0.62,999,0.656,0:03:38.999165,0:00:42.377787
,,,,,,,,,,,,,,,
50,15,2,0.8,MultinomialNB(),-2.733,-2.102,-2.526,4.342,2.487,30.154,24.554,846,0.556,0:00:00.053831,0:00:29.927281
,,,,,,,,,,,,,,,
50,15,2,0.8,LinearSVC(max_iter=10000),0.705,0.212,-0.212,2.19,0.335,7.662,2.062,846,0.556,0:12:26.214977,0:00:29.927281
,,,,,,,,,,,,,,,
50,15,2,0.8,LogisticRegression(max_iter=10000),0.748,0.336,-0.088,2.013,0.159,6.455,0.855,846,0.556,0:02:28.209514,0:00:29.927281
,,,,,,,,,,,,,,,
50,15,2,0.7,MultinomialNB(),-2.672,-1.898,-2.322,4.176,2.322,28.167,22.567,566,0.372,0:00:00.036638,0:00:13.995906
,,,,,,,,,,,,,,,
50,15,2,0.7,LinearSVC(max_iter=10000),0.606,0.196,-0.228,2.208,0.353,7.812,2.212,566,0.372,0:10:20.099754,0:00:13.995906
,,,,,,,,,,,,,,,
50,15,2,0.7,LogisticRegression(max_iter=10000),0.651,0.302,-0.122,2.052,0.197,6.787,1.187,566,0.372,0:01:14.173506,0:00:13.995906
,,,,,,,,,,,,,,,
50,15,2,0.6,MultinomialNB(),-2.128,-1.618,-2.042,4.038,2.184,25.446,19.846,281,0.185,0:00:00.020778,0:00:04.364774
,,,,,,,,,,,,,,,
50,15,2,0.6,LinearSVC(max_iter=10000),0.499,0.04,-0.384,2.437,0.583,9.334,3.733,281,0.185,0:07:24.108936,0:00:04.364774
,,,,,,,,,,,,,,,
50,15,2,0.6,LogisticRegression(max_iter=10000),0.524,0.182,-0.242,2.241,0.386,7.949,2.349,281,0.185,0:00:48.869388,0:00:04.364774
,,,,,,,,,,,,,,,
100,5,1,1,MultinomialNB(),0.167,0.048,0,2.47,0,9.257,0,418,1,0:00:00.063849,0:00:12.065692
,,,,,,,,,,,,,,,
100,5,1,1,LinearSVC(max_iter=10000),0.764,0.316,0,1.998,0,6.644,0,418,1,0:05:58.893326,0:00:12.065692
,,,,,,,,,,,,,,,
100,5,1,1,LogisticRegression(max_iter=10000),0.802,0.384,0,1.913,0,5.992,0,418,1,0:01:15.576491,0:00:12.065692
,,,,,,,,,,,,,,,
100,5,1,0.975,MultinomialNB(),0.094,0.01,-0.373,2.511,0.598,9.622,3.63,354,0.847,0:00:00.025611,0:00:04.699832
,,,,,,,,,,,,,,,
100,5,1,0.975,LinearSVC(max_iter=10000),0.748,0.317,-0.067,2.005,0.092,6.64,0.648,354,0.847,0:04:41.917416,0:00:04.699832
,,,,,,,,,,,,,,,
100,5,1,0.975,LogisticRegression(max_iter=10000),0.796,0.376,-0.008,1.924,0.011,6.068,0.076,354,0.847,0:01:06.654924,0:00:04.699832
,,,,,,,,,,,,,,,
100,5,1,0.95,MultinomialNB(),0.045,-0.006,-0.389,2.522,0.609,9.777,3.785,324,0.775,0:00:00.023225,0:00:04.504607
,,,,,,,,,,,,,,,
100,5,1,0.95,LinearSVC(max_iter=10000),0.733,0.329,-0.055,1.989,0.076,6.523,0.531,324,0.775,0:04:43.092391,0:00:04.504607
,,,,,,,,,,,,,,,
100,5,1,0.95,LogisticRegression(max_iter=10000),0.785,0.377,-0.007,1.933,0.02,6.058,0.066,324,0.775,0:00:56.034867,0:00:04.504607
,,,,,,,,,,,,,,,
100,5,1,0.925,MultinomialNB(),-0.035,-0.076,-0.459,2.603,0.691,10.457,4.466,301,0.72,0:00:00.022583,0:00:03.376869
,,,,,,,,,,,,,,,
100,5,1,0.925,LinearSVC(max_iter=10000),0.723,0.342,-0.041,1.967,0.054,6.392,0.4,301,0.72,0:04:30.454120,0:00:03.376869
,,,,,,,,,,,,,,,
100,5,1,0.925,LogisticRegression(max_iter=10000),0.769,0.388,0.004,1.917,0.004,5.949,-0.043,301,0.72,0:00:58.940570,0:00:03.376869
,,,,,,,,,,,,,,,
100,5,1,0.9,MultinomialNB(),0.013,-0.017,-0.401,2.521,0.608,9.885,3.893,278,0.665,0:00:00.020934,0:00:02.770679
,,,,,,,,,,,,,,,
100,5,1,0.9,LinearSVC(max_iter=10000),0.724,0.34,-0.044,1.985,0.072,6.417,0.425,278,0.665,0:04:11.214199,0:00:02.770679
,,,,,,,,,,,,,,,
100,5,1,0.9,LogisticRegression(max_iter=10000),0.761,0.388,0.004,1.911,-0.002,5.951,-0.041,278,0.665,0:00:45.731368,0:00:02.770679
,,,,,,,,,,,,,,,
100,5,1,0.85,MultinomialNB(),-0.122,-0.112,-0.495,2.635,0.722,10.806,4.814,245,0.586,0:00:00.022673,0:00:02.145196
,,,,,,,,,,,,,,,
100,5,1,0.85,LinearSVC(max_iter=10000),0.692,0.29,-0.093,2.091,0.178,6.896,0.904,245,0.586,0:03:36.848632,0:00:02.145196
,,,,,,,,,,,,,,,
100,5,1,0.85,LogisticRegression(max_iter=10000),0.732,0.379,-0.005,1.947,0.034,6.037,0.045,245,0.586,0:00:36.005042,0:00:02.145196
,,,,,,,,,,,,,,,
100,5,1,0.8,MultinomialNB(),-0.233,-0.188,-0.571,2.727,0.814,11.545,5.553,207,0.495,0:00:00.016607,0:00:01.560390
,,,,,,,,,,,,,,,
100,5,1,0.8,LinearSVC(max_iter=10000),0.654,0.236,-0.147,2.155,0.242,7.422,1.43,207,0.495,0:02:51.336612,0:00:01.560390
,,,,,,,,,,,,,,,
100,5,1,0.8,LogisticRegression(max_iter=10000),0.708,0.348,-0.035,2.006,0.093,6.337,0.345,207,0.495,0:01:15.965318,0:00:01.560390
,,,,,,,,,,,,,,,
100,5,1,0.7,MultinomialNB(),-0.592,-0.55,-0.934,3.046,1.133,15.069,9.077,133,0.318,0:00:00.013164,0:00:00.878747
,,,,,,,,,,,,,,,
100,5,1,0.7,LinearSVC(max_iter=10000),0.584,0.229,-0.155,2.165,0.253,7.496,1.504,133,0.318,0:01:24.477176,0:00:00.878747
,,,,,,,,,,,,,,,
100,5,1,0.7,LogisticRegression(max_iter=10000),0.627,0.315,-0.069,2.035,0.123,6.658,0.666,133,0.318,0:00:42.344614,0:00:00.878747
,,,,,,,,,,,,,,,
100,5,1,0.6,MultinomialNB(),-1.048,-0.904,-1.287,3.348,1.435,18.505,12.513,65,0.156,0:00:00.008050,0:00:00.725149
,,,,,,,,,,,,,,,
100,5,1,0.6,LinearSVC(max_iter=10000),0.496,0.06,-0.324,2.424,0.511,9.137,3.145,65,0.156,0:00:23.477051,0:00:00.725149
,,,,,,,,,,,,,,,
100,5,1,0.6,LogisticRegression(max_iter=10000),0.521,0.15,-0.233,2.291,0.378,8.259,2.267,65,0.156,0:00:13.675311,0:00:00.725149
,,,,,,,,,,,,,,,
100,5,2,1,MultinomialNB(),0.499,0.298,0,2.145,0,6.827,0,187,1,0:00:00.016796,0:00:01.074832
,,,,,,,,,,,,,,,
100,5,2,1,LinearSVC(max_iter=10000),0.704,0.323,0,2.011,0,6.578,0,187,1,0:01:49.100124,0:00:01.074832
,,,,,,,,,,,,,,,
100,5,2,1,LogisticRegression(max_iter=10000),0.749,0.336,0,1.97,0,6.452,0,187,1,0:00:31.793030,0:00:01.074832
,,,,,,,,,,,,,,,
100,5,2,0.975,MultinomialNB(),0.49,0.295,-0.041,2.15,0.18,6.848,0.396,152,0.813,0:00:00.012349,0:00:00.825219
,,,,,,,,,,,,,,,
100,5,2,0.975,LinearSVC(max_iter=10000),0.694,0.31,-0.026,2.044,0.074,6.704,0.252,152,0.813,0:01:07.352994,0:00:00.825219
,,,,,,,,,,,,,,,
100,5,2,0.975,LogisticRegression(max_iter=10000),0.742,0.346,0.01,1.962,-0.007,6.356,-0.096,152,0.813,0:00:19.842519,0:00:00.825219
,,,,,,,,,,,,,,,
100,5,2,0.95,MultinomialNB(),0.483,0.281,-0.056,2.173,0.203,6.993,0.541,136,0.727,0:00:00.018544,0:00:01.032894
,,,,,,,,,,,,,,,
100,5,2,0.95,LinearSVC(max_iter=10000),0.699,0.324,-0.012,2.015,0.045,6.572,0.12,136,0.727,0:01:05.565639,0:00:01.032894
,,,,,,,,,,,,,,,
100,5,2,0.95,LogisticRegression(max_iter=10000),0.73,0.369,0.033,1.925,-0.045,6.135,-0.317,136,0.727,0:00:22.368495,0:00:01.032894
,,,,,,,,,,,,,,,
100,5,2,0.925,MultinomialNB(),0.461,0.263,-0.073,2.198,0.228,7.163,0.711,123,0.658,0:00:00.017421,0:00:00.729298
,,,,,,,,,,,,,,,
100,5,2,0.925,LinearSVC(max_iter=10000),0.682,0.332,-0.004,2,0.03,6.494,0.042,123,0.658,0:00:58.654782,0:00:00.729298
,,,,,,,,,,,,,,,
100,5,2,0.925,LogisticRegression(max_iter=10000),0.718,0.363,0.026,1.928,-0.042,6.195,-0.257,123,0.658,0:00:40.074004,0:00:00.729298
,,,,,,,,,,,,,,,
100,5,2,0.9,MultinomialNB(),0.458,0.254,-0.082,2.213,0.243,7.253,0.8,114,0.61,0:00:00.011204,0:00:00.556436
,,,,,,,,,,,,,,,
100,5,2,0.9,LinearSVC(max_iter=10000),0.673,0.311,-0.025,2.023,0.054,6.7,0.248,114,0.61,0:00:47.783117,0:00:00.556436
,,,,,,,,,,,,,,,
100,5,2,0.9,LogisticRegression(max_iter=10000),0.707,0.361,0.025,1.932,-0.038,6.208,-0.244,114,0.61,0:00:31.728214,0:00:00.556436
,,,,,,,,,,,,,,,
100,5,2,0.85,MultinomialNB(),0.386,0.191,-0.145,2.308,0.338,7.865,1.413,96,0.513,0:00:00.009598,0:00:00.454710
,,,,,,,,,,,,,,,
100,5,2,0.85,LinearSVC(max_iter=10000),0.64,0.316,-0.02,2.035,0.065,6.648,0.196,96,0.513,0:00:35.376401,0:00:00.454710
,,,,,,,,,,,,,,,
100,5,2,0.85,LogisticRegression(max_iter=10000),0.684,0.377,0.041,1.932,-0.038,6.052,-0.4,96,0.513,0:00:24.398436,0:00:00.454710
,,,,,,,,,,,,,,,
100,5,2,0.8,MultinomialNB(),0.32,0.173,-0.163,2.326,0.356,8.038,1.586,84,0.449,0:00:00.009303,0:00:00.440065
,,,,,,,,,,,,,,,
100,5,2,0.8,LinearSVC(max_iter=10000),0.62,0.273,-0.064,2.1,0.131,7.07,0.618,84,0.449,0:00:30.740733,0:00:00.440065
,,,,,,,,,,,,,,,
100,5,2,0.8,LogisticRegression(max_iter=10000),0.653,0.355,0.019,1.962,-0.007,6.265,-0.187,84,0.449,0:00:19.134499,0:00:00.440065
,,,,,,,,,,,,,,,
100,5,2,0.7,MultinomialNB(),0.183,0.078,-0.258,2.466,0.496,8.958,2.506,53,0.283,0:00:00.006304,0:00:00.300081
,,,,,,,,,,,,,,,
100,5,2,0.7,LinearSVC(max_iter=10000),0.571,0.232,-0.104,2.177,0.207,7.466,1.013,53,0.283,0:00:17.106429,0:00:00.300081
,,,,,,,,,,,,,,,
100,5,2,0.7,LogisticRegression(max_iter=10000),0.608,0.314,-0.022,2.04,0.07,6.67,0.218,53,0.283,0:00:17.936832,0:00:00.300081
,,,,,,,,,,,,,,,
100,5,2,0.6,MultinomialNB(),0.347,0.144,-0.192,2.358,0.388,8.316,1.864,18,0.096,0:00:00.004499,0:00:00.304370
,,,,,,,,,,,,,,,
100,5,2,0.6,LinearSVC(max_iter=10000),0.47,-0.022,-0.359,2.537,0.567,9.938,3.486,18,0.096,0:00:02.561015,0:00:00.304370
,,,,,,,,,,,,,,,
100,5,2,0.6,LogisticRegression(max_iter=10000),0.51,0.189,-0.147,2.247,0.277,7.883,1.431,18,0.096,0:00:05.253328,0:00:00.304370
,,,,,,,,,,,,,,,
100,10,1,1,MultinomialNB(),-1.321,-1.196,0,3.719,0,21.346,0,1691,1,0:00:00.113147,0:01:58.072938
,,,,,,,,,,,,,,,
100,10,1,1,LinearSVC(max_iter=10000),0.857,0.314,0,2.009,0,6.667,0,1691,1,0:21:12.055775,0:01:58.072938
,,,,,,,,,,,,,,,
100,10,1,1,LogisticRegression(max_iter=10000),0.876,0.432,0,1.837,0,5.518,0,1691,1,0:08:08.996514,0:01:58.072938
,,,,,,,,,,,,,,,
100,10,1,0.975,MultinomialNB(),-1.491,-1.322,-1.754,3.827,1.99,22.568,17.05,1473,0.871,0:00:00.093195,0:01:26.502127
,,,,,,,,,,,,,,,
100,10,1,0.975,LinearSVC(max_iter=10000),0.828,0.321,-0.111,1.999,0.161,6.601,1.083,1473,0.871,0:19:48.311637,0:01:26.502127
,,,,,,,,,,,,,,,
100,10,1,0.975,LogisticRegression(max_iter=10000),0.858,0.426,-0.006,1.845,0.008,5.579,0.06,1473,0.871,0:09:26.851039,0:01:26.502127
,,,,,,,,,,,,,,,
100,10,1,0.95,MultinomialNB(),-1.683,-1.462,-1.894,3.929,2.092,23.932,18.413,1365,0.807,0:00:00.095338,0:01:24.580700
,,,,,,,,,,,,,,,
100,10,1,0.95,LinearSVC(max_iter=10000),0.81,0.333,-0.099,1.97,0.133,6.48,0.962,1365,0.807,0:19:31.134823,0:01:24.580700
,,,,,,,,,,,,,,,
100,10,1,0.95,LogisticRegression(max_iter=10000),0.835,0.429,-0.004,1.848,0.011,5.555,0.036,1365,0.807,0:07:04.489450,0:01:24.580700
,,,,,,,,,,,,,,,
100,10,1,0.925,MultinomialNB(),-1.867,-1.599,-2.031,4.024,2.187,25.262,19.743,1279,0.756,0:00:00.091452,0:01:07.339892
,,,,,,,,,,,,,,,
100,10,1,0.925,LinearSVC(max_iter=10000),0.796,0.252,-0.18,2.094,0.257,7.269,1.75,1279,0.756,0:18:01.983414,0:01:07.339892
,,,,,,,,,,,,,,,
100,10,1,0.925,LogisticRegression(max_iter=10000),0.817,0.371,-0.062,1.934,0.097,6.117,0.598,1279,0.756,0:05:32.064208,0:01:07.339892
,,,,,,,,,,,,,,,
100,10,1,0.9,MultinomialNB(),-2.023,-1.699,-2.131,4.09,2.253,26.23,20.711,1201,0.71,0:00:00.085946,0:01:10.678714
,,,,,,,,,,,,,,,
100,10,1,0.9,LinearSVC(max_iter=10000),0.778,0.261,-0.171,2.094,0.257,7.184,1.665,1201,0.71,0:51:26.012230,0:01:10.678714
,,,,,,,,,,,,,,,
100,10,1,0.9,LogisticRegression(max_iter=10000),0.807,0.377,-0.055,1.922,0.085,6.056,0.538,1201,0.71,0:03:34.193770,0:01:10.678714
,,,,,,,,,,,,,,,
100,10,1,0.85,MultinomialNB(),-2.336,-1.866,-2.298,4.205,2.368,27.855,22.337,1052,0.622,0:00:00.062522,0:00:44.119479
,,,,,,,,,,,,,,,
100,10,1,0.85,LinearSVC(max_iter=10000),0.752,0.263,-0.169,2.103,0.266,7.16,1.642,1052,0.622,0:14:02.814831,0:00:44.119479
,,,,,,,,,,,,,,,
100,10,1,0.85,LogisticRegression(max_iter=10000),0.776,0.365,-0.067,1.952,0.115,6.171,0.653,1052,0.622,0:03:13.287471,0:00:44.119479
,,,,,,,,,,,,,,,
100,10,1,0.8,MultinomialNB(),-2.722,-2.11,-2.542,4.364,2.527,30.228,24.709,887,0.525,0:00:00.053195,0:00:32.193159
,,,,,,,,,,,,,,,
100,10,1,0.8,LinearSVC(max_iter=10000),0.706,0.242,-0.19,2.152,0.315,7.364,1.846,887,0.525,0:12:54.656932,0:00:32.193159
,,,,,,,,,,,,,,,
100,10,1,0.8,LogisticRegression(max_iter=10000),0.749,0.334,-0.098,2.013,0.176,6.473,0.954,887,0.525,0:02:26.705153,0:00:32.193159
,,,,,,,,,,,,,,,
100,10,1,0.7,MultinomialNB(),-2.894,-2.105,-2.537,4.299,2.461,30.18,24.661,597,0.353,0:00:00.037799,0:00:15.397777
,,,,,,,,,,,,,,,
100,10,1,0.7,LinearSVC(max_iter=10000),0.601,0.207,-0.225,2.19,0.353,7.708,2.19,597,0.353,0:10:39.632838,0:00:15.397777
,,,,,,,,,,,,,,,
100,10,1,0.7,LogisticRegression(max_iter=10000),0.648,0.293,-0.139,2.068,0.231,6.873,1.355,597,0.353,0:01:18.190406,0:00:15.397777
,,,,,,,,,,,,,,,
100,10,1,0.6,MultinomialNB(),-2.178,-1.638,-2.07,4.08,2.243,25.641,20.123,293,0.173,0:00:00.020200,0:00:04.730303
,,,,,,,,,,,,,,,
100,10,1,0.6,LinearSVC(max_iter=10000),0.498,0.042,-0.39,2.433,0.596,9.307,3.788,293,0.173,0:07:06.096922,0:00:04.730303
,,,,,,,,,,,,,,,
100,10,1,0.6,LogisticRegression(max_iter=10000),0.524,0.18,-0.253,2.244,0.407,7.973,2.455,293,0.173,0:00:31.053116,0:00:04.730303
,,,,,,,,,,,,,,,
100,10,2,1,MultinomialNB(),-1.034,-0.922,0,3.461,0,18.676,0,1268,1,0:00:00.075533,0:01:01.501850
,,,,,,,,,,,,,,,
100,10,2,1,LinearSVC(max_iter=10000),0.84,0.292,0,2.048,0,6.878,0,1268,1,0:13:46.843207,0:01:01.501850
,,,,,,,,,,,,,,,
100,10,2,1,LogisticRegression(max_iter=10000),0.864,0.433,0,1.838,0,5.51,0,1268,1,0:04:09.593506,0:01:01.501850
,,,,,,,,,,,,,,,
100,10,2,0.975,MultinomialNB(),-1.197,-1.044,-1.477,3.555,1.717,19.863,14.353,1114,0.879,0:00:00.066093,0:00:47.846179
,,,,,,,,,,,,,,,
100,10,2,0.975,LinearSVC(max_iter=10000),0.811,0.323,-0.11,1.995,0.157,6.577,1.068,1114,0.879,0:12:15.592795,0:00:47.846179
,,,,,,,,,,,,,,,
100,10,2,0.975,LogisticRegression(max_iter=10000),0.848,0.411,-0.022,1.877,0.04,5.726,0.216,1114,0.879,0:03:28.417665,0:00:47.846179
,,,,,,,,,,,,,,,
100,10,2,0.95,MultinomialNB(),-1.401,-1.151,-1.584,3.643,1.805,20.906,15.397,1028,0.811,0:00:00.060863,0:00:40.736051
,,,,,,,,,,,,,,,
100,10,2,0.95,LinearSVC(max_iter=10000),0.789,0.324,-0.11,1.977,0.139,6.575,1.066,1028,0.811,0:12:04.617816,0:00:40.736051
,,,,,,,,,,,,,,,
100,10,2,0.95,LogisticRegression(max_iter=10000),0.829,0.421,-0.012,1.869,0.031,5.629,0.119,1028,0.811,0:03:14.063975,0:00:40.736051
,,,,,,,,,,,,,,,
100,10,2,0.925,MultinomialNB(),-1.579,-1.285,-1.719,3.74,1.902,22.214,16.705,966,0.762,0:00:00.058295,0:00:36.422069
,,,,,,,,,,,,,,,
100,10,2,0.925,LinearSVC(max_iter=10000),0.779,0.242,-0.192,2.119,0.281,7.371,1.861,966,0.762,0:11:55.497613,0:00:36.422069
,,,,,,,,,,,,,,,
100,10,2,0.925,LogisticRegression(max_iter=10000),0.809,0.375,-0.058,1.938,0.1,6.078,0.568,966,0.762,0:02:50.232051,0:00:36.422069
,,,,,,,,,,,,,,,
100,10,2,0.9,MultinomialNB(),-1.816,-1.398,-1.832,3.83,1.992,23.311,17.802,905,0.714,0:00:00.055781,0:00:31.597007
,,,,,,,,,,,,,,,
100,10,2,0.9,LinearSVC(max_iter=10000),0.765,0.28,-0.153,2.081,0.243,6.999,1.489,905,0.714,0:11:30.666187,0:00:31.597007
,,,,,,,,,,,,,,,
100,10,2,0.9,LogisticRegression(max_iter=10000),0.802,0.374,-0.059,1.93,0.092,6.086,0.576,905,0.714,0:02:32.604527,0:00:31.597007
,,,,,,,,,,,,,,,
100,10,2,0.85,MultinomialNB(),-2.166,-1.61,-2.044,3.997,2.159,25.372,19.863,793,0.625,0:00:00.048690,0:00:25.253280
,,,,,,,,,,,,,,,
100,10,2,0.85,LinearSVC(max_iter=10000),0.741,0.251,-0.182,2.119,0.281,7.283,1.774,793,0.625,0:10:47.315917,0:00:25.253280
,,,,,,,,,,,,,,,
100,10,2,0.85,LogisticRegression(max_iter=10000),0.773,0.358,-0.076,1.969,0.131,6.244,0.735,793,0.625,0:01:59.812558,0:00:25.253280
,,,,,,,,,,,,,,,
100,10,2,0.8,MultinomialNB(),-2.547,-1.874,-2.307,4.161,2.323,27.937,22.427,673,0.531,0:00:00.042139,0:00:18.450921
,,,,,,,,,,,,,,,
100,10,2,0.8,LinearSVC(max_iter=10000),0.696,0.224,-0.209,2.179,0.341,7.544,2.034,673,0.531,0:09:57.394713,0:00:18.450921
,,,,,,,,,,,,,,,
100,10,2,0.8,LogisticRegression(max_iter=10000),0.745,0.331,-0.102,2.031,0.193,6.498,0.989,673,0.531,0:01:35.626008,0:00:18.450921
,,,,,,,,,,,,,,,
100,10,2,0.7,MultinomialNB(),-2.213,-1.412,-1.845,3.873,2.035,23.445,17.935,451,0.356,0:00:00.029011,0:00:08.739905
,,,,,,,,,,,,,,,
100,10,2,0.7,LinearSVC(max_iter=10000),0.6,0.206,-0.227,2.196,0.358,7.715,2.206,451,0.356,0:06:38.386412,0:00:08.739905
,,,,,,,,,,,,,,,
100,10,2,0.7,LogisticRegression(max_iter=10000),0.645,0.298,-0.135,2.07,0.232,6.818,1.309,451,0.356,0:00:52.808748,0:00:08.739905
,,,,,,,,,,,,,,,
100,10,2,0.6,MultinomialNB(),-1.981,-1.554,-1.987,3.969,2.131,24.823,19.313,219,0.173,0:00:00.018158,0:00:02.816641
,,,,,,,,,,,,,,,
100,10,2,0.6,LinearSVC(max_iter=10000),0.498,0.043,-0.391,2.427,0.589,9.305,3.796,219,0.173,0:03:54.220457,0:00:02.816641
,,,,,,,,,,,,,,,
100,10,2,0.6,LogisticRegression(max_iter=10000),0.525,0.177,-0.256,2.237,0.399,7.996,2.486,219,0.173,0:00:41.991969,0:00:02.816641
,,,,,,,,,,,,,,,
100,15,1,1,MultinomialNB(),-1.465,-1.268,0,3.787,0,22.043,0,2007,1,0:00:00.117317,0:02:28.498199
,,,,,,,,,,,,,,,
100,15,1,1,LinearSVC(max_iter=10000),0.869,0.301,0,2.017,0,6.794,0,2007,1,0:21:40.206977,0:02:28.498199
,,,,,,,,,,,,,,,
100,15,1,1,LogisticRegression(max_iter=10000),0.882,0.437,0,1.834,0,5.474,0,2007,1,0:07:58.823440,0:02:28.498199
,,,,,,,,,,,,,,,
100,15,1,0.975,MultinomialNB(),-1.647,-1.435,-1.872,3.922,2.088,23.669,18.196,1722,0.858,0:00:00.101667,0:01:55.961587
,,,,,,,,,,,,,,,
100,15,1,0.975,LinearSVC(max_iter=10000),0.837,0.334,-0.103,1.986,0.152,6.478,1.004,1722,0.858,0:19:22.724609,0:01:55.961587
,,,,,,,,,,,,,,,
100,15,1,0.975,LogisticRegression(max_iter=10000),0.862,0.417,-0.02,1.851,0.017,5.666,0.193,1722,0.858,0:06:08.117938,0:01:55.961587
,,,,,,,,,,,,,,,
100,15,1,0.95,MultinomialNB(),-1.795,-1.544,-1.981,3.999,2.165,24.728,19.255,1603,0.799,0:00:00.095247,0:01:38.662958
,,,,,,,,,,,,,,,
100,15,1,0.95,LinearSVC(max_iter=10000),0.808,0.316,-0.121,1.985,0.151,6.648,1.175,1603,0.799,0:18:34.401958,0:01:38.662958
,,,,,,,,,,,,,,,
100,15,1,0.95,LogisticRegression(max_iter=10000),0.84,0.435,-0.002,1.836,0.002,5.493,0.019,1603,0.799,0:06:57.448524,0:01:38.662958
,,,,,,,,,,,,,,,
100,15,1,0.925,MultinomialNB(),-1.96,-1.626,-2.063,4.053,2.219,25.528,20.054,1510,0.752,0:00:00.092900,0:01:30.720633
,,,,,,,,,,,,,,,
100,15,1,0.925,LinearSVC(max_iter=10000),0.803,0.249,-0.188,2.104,0.271,7.302,1.829,1510,0.752,0:18:59.780865,0:01:30.720633
,,,,,,,,,,,,,,,
100,15,1,0.925,LogisticRegression(max_iter=10000),0.821,0.379,-0.058,1.926,0.092,6.033,0.56,1510,0.752,0:05:30.232358,0:01:30.720633
,,,,,,,,,,,,,,,
100,15,1,0.9,MultinomialNB(),-2.094,-1.722,-2.159,4.116,2.282,26.457,20.984,1423,0.709,0:00:00.084934,0:01:19.424672
,,,,,,,,,,,,,,,
100,15,1,0.9,LinearSVC(max_iter=10000),0.785,0.266,-0.171,2.076,0.242,7.133,1.66,1423,0.709,0:18:40.693565,0:01:19.424672
,,,,,,,,,,,,,,,
100,15,1,0.9,LogisticRegression(max_iter=10000),0.81,0.382,-0.055,1.916,0.082,6.01,0.537,1423,0.709,0:04:59.896874,0:01:19.424672
,,,,,,,,,,,,,,,
100,15,1,0.85,MultinomialNB(),-2.42,-1.922,-2.359,4.249,2.415,28.399,22.926,1237,0.616,0:00:00.093318,0:01:02.357748
,,,,,,,,,,,,,,,
100,15,1,0.85,LinearSVC(max_iter=10000),0.752,0.246,-0.191,2.119,0.285,7.332,1.858,1237,0.616,0:17:26.596631,0:01:02.357748
,,,,,,,,,,,,,,,
100,15,1,0.85,LogisticRegression(max_iter=10000),0.778,0.36,-0.077,1.952,0.118,6.22,0.746,1237,0.616,0:04:16.711739,0:01:02.357748
,,,,,,,,,,,,,,,
